,docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s_,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
67,16CP041716,P004550293|P004550294|P004550295|P004550296|P004550297|P004550298,2016-05-11T00:00:00.000,POLICE,2016-07-01T09:00:00.000,4608 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.81004816209894,-87.67123384423027,"{'type': 'Point', 'coordinates': [-87.67123384423027, 41.81004816209894]}",37,59,14924,706,3
68,16CP051416,P004906707|P004906709,2016-05-18T00:00:00.000,POLICE,2016-07-01T13:00:00.000,5005 W CHICAGO ,13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.89485254510581,-87.75092357752868,"{'type': 'Point', 'coordinates': [-87.75092357752868, 41.89485254510581]}",32,26,4299,694,45
69,16CP065470,P005081590|P005081591|P005081592,2016-07-05T00:00:00.000,POLICE,2016-09-02T09:00:00.000,5419 S LAFLIN ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.79532204896418,-87.66204342125421,"{'type': 'Point', 'coordinates': [-87.66204342125421, 41.79532204896418]}",37,59,14924,790,4
70,16CP073405,P004960871|P004960872|P004960873|P004960874,2016-07-06T00:00:00.000,POLICE,2016-09-02T11:00:00.000,9357 S BURNSIDE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0,0,0,0,0,0,0,0,41.72368489436974,-87.60750176524958,"{'type': 'Point', 'coordinates': [-87.60750176524958, 41.72368489436974]}",61,40,21546,430,43
71,16CP091237,P004893728,2016-09-25T00:00:00.000,POLICE,2016-10-19T14:30:00.000,3260 W BELMONT ,7-24-099(a)     Cannabis - up to 15 grams,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.93941738175874,-87.70992511646236,"{'type': 'Point', 'coordinates': [-87.70992511646236, 41.93941738175874]}",39,22,21538,138,12
72,16CP105508,P005016628|P005016629,2016-11-01T00:00:00.000,POLICE,2016-12-02T13:00:00.000,3929 W GRENSHAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.86698614360043,-87.723948849122,"{'type': 'Point', 'coordinates': [-87.723948849122, 41.86698614360043]}",30,30,21572,98,14
73,16CP110999,P005075951|P005075952|P005075953|P005075954,2016-11-15T00:00:00.000,POLICE,2017-01-06T13:00:00.000,100  UNKNOWN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
74,16CP111680,P005196828|P005196829,2016-11-10T00:00:00.000,POLICE,2017-03-03T09:00:00.000,6325 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Liable - By Plea - Motion to set-aside default granted,1300,0,23.79,0,0,1363.79,1340,0,41.77845777496795,-87.68592016974388,"{'type': 'Point', 'coordinates': [-87.68592016974388, 41.77845777496795]}",58,64,21867,319,2
75,17CP010742,P005027067|P005027068,2017-01-03T00:00:00.000,POLICE,2017-03-03T11:00:00.000,7938 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"U S BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.749157169233456,-87.66598244311064,"{'type': 'Point', 'coordinates': [-87.66598244311064, 41.749157169233456]}",59,70,21554,574,31
76,17CP012523,P004969617|P004969618|P004969619|P004969620,2017-01-25T00:00:00.000,POLICE,2017-03-03T13:00:00.000,331 N KENNETH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
77,17CP022650,P005213845|P005213846,2017-02-20T00:00:00.000,POLICE,2017-04-07T09:00:00.000,6533 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK NA, ",Liable - By plea,1300,0,0,0,0,1340,1340,0,41.774387472869826,-87.69921605759107,"{'type': 'Point', 'coordinates': [-87.69921605759107, 41.774387472869826]}",58,64,21867,382,31
78,17CP025601,P005058833|P005058834,2017-03-14T00:00:00.000,POLICE,2017-05-05T11:00:00.000,649 E 89TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.732846594647434,-87.60765318479426,"{'type': 'Point', 'coordinates': [-87.60765318479426, 41.732846594647434]}",61,40,21546,430,32
79,17CP028581,P005059356,2017-03-22T00:00:00.000,POLICE,2017-05-05T11:00:00.000,7936 S ELLIS ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.750223907434076,-87.60045355484777,"{'type': 'Point', 'coordinates': [-87.60045355484777, 41.750223907434076]}",61,40,21546,247,35
80,17CP065862,P005271951|P005271952|P005271953|P005271954|P005271955|P005271956,2017-07-11T00:00:00.000,POLICE,2017-09-01T09:00:00.000,658 W 62ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.7817203371596,-87.64225445228163,"{'type': 'Point', 'coordinates': [-87.64225445228163, 41.7817203371596]}",11,66,21559,22,2
81,17CP070144,P005223543|P005223544|P005223545|P005223996,2017-07-17T00:00:00.000,POLICE,2017-09-01T13:00:00.000,6029 S MAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"FIRST MIDWEST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.78420160390862,-87.65325804830685,"{'type': 'Point', 'coordinates': [-87.65325804830685, 41.78420160390862]}",11,66,21559,434,2
82,17CS013881,P005086625|P005246961,2017-11-08T00:00:00.000,POLICE,2017-12-01T13:00:00.000,5712 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"STANDARD BANK AND TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.789991261268376,-87.66218935248322,"{'type': 'Point', 'coordinates': [-87.66218935248322, 41.789991261268376]}",23,65,22257,384,2
83,18CP009705,P005319078|P005319079|P005319080|P005319082|P005319083,2018-01-04T00:00:00.000,POLICE,2018-03-02T09:00:00.000,3449 S WELLS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
84,18CP011072,P005321046|P005321048,2018-01-11T00:00:00.000,POLICE,2018-04-06T09:00:00.000,5400 S SHIELDS ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Liable - By plea,2000,0,0,0,0,2040,2040,0,41.79618788715382,-87.6344075727945,"{'type': 'Point', 'coordinates': [-87.6344075727945, 41.79618788715382]}",37,3,14924,224,9
85,18CP051442,P005483797|P005483798|P005483799,2018-06-08T00:00:00.000,POLICE,2018-09-07T11:00:00.000,9519 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.72069098700081,-87.65887201662358,"{'type': 'Point', 'coordinates': [-87.65887201662358, 41.72069098700081]}",13,72,22212,592,13
86,18CP076688,P005469813,2018-08-15T00:00:00.000,POLICE,2018-10-05T13:00:00.000,4741 W POLK ,13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.8703567259664,-87.74409730054745,"{'type': 'Point', 'coordinates': [-87.74409730054745, 41.8703567259664]}",32,26,22216,61,14
87,18CP085556,P005288493|P005288495,2018-10-08T00:00:00.000,POLICE,2019-02-01T09:00:00.000,2140 W 53RD PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79672968594133,-87.6784697570231,"{'type': 'Point', 'coordinates': [-87.6784697570231, 41.79672968594133]}",37,59,14924,686,2
88,18CP095170,P005710901|P005710902|P005710903|P005710904,2018-12-02T00:00:00.000,POLICE,2019-01-04T11:00:00.000,5647 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.984220708229856,-87.72954117258053,"{'type': 'Point', 'coordinates': [-87.72954117258053, 41.984220708229856]}",18,13,22532,748,38
89,19CP040687,P005631140|P005631141|P005631142|P005631144,2019-05-23T00:00:00.000,POLICE,2019-08-02T09:00:00.000,485 S BISHOP ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
90,20CP018216,P005470933|P005470934,2020-04-30T00:00:00.000,POLICE,2020-09-04T13:00:00.000,215 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.88379686662343,-87.72684360839465,"{'type': 'Point', 'coordinates': [-87.72684360839465, 41.88379686662343]}",30,27,21572,659,23
91,20CP024288,P005943904|P005943905,2020-09-02T00:00:00.000,POLICE,2020-11-06T11:00:00.000,9554 S LONGWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",Default - Liable by prove-up,3000,0,188.14,857.28,6.96,4092.38,4018.18,0,41.71950523688426,-87.6692431426127,"{'type': 'Point', 'coordinates': [-87.6692431426127, 41.71950523688426]}",13,71,22212,628,42
92,21CP015594,P005817051|P005817052,2021-09-30T00:00:00.000,POLICE,2021-12-03T13:00:00.000,11616 S LAFAYETTE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.68200591302822,-87.6241677832346,"{'type': 'Point', 'coordinates': [-87.6241677832346, 41.68200591302822]}",19,50,21861,255,22
93,22CP008235,P005816668|P005816669,2022-05-27T00:00:00.000,POLICE,2022-08-05T13:00:00.000,10625 S PERRY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0,0,0,0,0,0,0,0,41.7007970633651,-87.625578292702,"{'type': 'Point', 'coordinates': [-87.625578292702, 41.7007970633651]}",19,45,21861,524,22
94,22CP010821,P005471149|P005471150,2022-08-02T00:00:00.000,POLICE,2022-10-07T13:00:00.000,4314 W WORTHINGTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
95,14CP009669,P004328757,2014-01-13T00:00:00.000,POLICE,2014-05-02T13:00:00.000,7038 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.,"H S B C BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.76525057955053,-87.68952395527201,"{'type': 'Point', 'coordinates': [-87.68952395527201, 41.76525057955053]}",58,64,21867,383,31
96,11CP081278,P003141420|P003141421,2011-12-12T00:00:00.000,POLICE,2012-02-03T09:00:00.000,5315 S LAFLIN ,13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.79722264875366,-87.66209290348026,"{'type': 'Point', 'coordinates': [-87.66209290348026, 41.79722264875366]}",37,59,14924,790,4
97,12CP016974,P002169001|P002169038|P002169039|P002169044|P002169045|P002169050,2012-03-03T00:00:00.000,POLICE,2012-04-06T09:00:00.000,6314 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.77875213334199,-87.68499476603093,"{'type': 'Point', 'coordinates': [-87.68499476603093, 41.77875213334199]}",58,64,21867,319,2
98,11CP007755,P002509194|P002509196|P002509197,2011-02-14T00:00:00.000,POLICE,2011-04-01T09:00:00.000,5128 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"LITTON LOAN SERVICING, ",City non-suit,1300,0,209.48,377.88,20,1947.36,2130.75,-183.39,41.80042059764004,-87.66611860279855,"{'type': 'Point', 'coordinates': [-87.66611860279855, 41.80042059764004]}",37,59,14924,789,2
99,14CP018073,P004456688|P004456689|P004456690|P004456691|P004456692|P004456693,2014-02-07T00:00:00.000,POLICE,2014-04-04T09:00:00.000,4020 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
100,14CP078308,P004536822|P004536823,2014-05-20T00:00:00.000,POLICE,2014-08-01T09:00:00.000,714 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.79626939388067,-87.64347575105893,"{'type': 'Point', 'coordinates': [-87.64347575105893, 41.79626939388067]}",37,59,14924,84,4
101,15CP042857,P004748749|P004748750|P004748751|P004748752|P004748753|P004748754,2015-03-09T00:00:00.000,POLICE,2015-05-01T09:00:00.000,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78267314352238,-87.66079340228376,"{'type': 'Point', 'coordinates': [-87.66079340228376, 41.78267314352238]}",23,65,22257,277,2
102,13CP043464,P004099279,2013-05-17T00:00:00.000,POLICE,2013-07-05T09:00:00.000,4844 N LAFLIN ,13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",Not liable - City failed to establish prima facie case,3800,0,2973.42,1082.88,0,7896.3,4142.06,3754.24,,,,,,,,
103,15CP005714,P004592638|P004592638|P004592639|P004592639|P004592640|P004592640|P004592641|P004592641|P004592643|P004592643,2014-12-27T00:00:00.000,POLICE,2015-02-06T09:00:00.000,6510 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"PNC MORTGAGE, ",Default - Liable by prove-up,3300,0,0,0,0,3340,3340,0,41.77523858301082,-87.68111380734629,"{'type': 'Point', 'coordinates': [-87.68111380734629, 41.77523858301082]}",23,64,22257,370,2
104,14CP124240,P004472522|P004472522|P004472523|P004472523|P004472524|P004472524|P004472525|P004472525|P004472726|P004472726|P004472727|P004472727,2014-08-12T00:00:00.000,POLICE,2014-10-03T09:00:00.000,6543 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77432754264145,-87.68200769679338,"{'type': 'Point', 'coordinates': [-87.68200769679338, 41.77432754264145]}",23,64,22257,370,2
105,16CP075258,P005074467|P005074468|P005074469|P005074470|P005074471|P005074472,2016-07-25T00:00:00.000,POLICE,2016-09-02T13:00:00.000,5635 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.79114423538087,-87.66557697081993,"{'type': 'Point', 'coordinates': [-87.66557697081993, 41.79114423538087]}",23,65,22257,385,2
106,17CP027576,P005240987|P005240988|P005240989|P005240990,2017-03-14T00:00:00.000,POLICE,2017-05-05T13:00:00.000,7044 S UNION ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",Dismissed for want of prosecution - No service,0,0,0,0,0,0,0,0,41.76572387721669,-87.64211394161971,"{'type': 'Point', 'coordinates': [-87.64211394161971, 41.76572387721669]}",11,66,21559,479,32
107,13CP028043,P003824325|P003824326|P003824327|P003824328|P003824329|P003824330,2013-03-27T00:00:00.000,POLICE,2013-06-07T09:00:00.000,4841 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0,0,0,0,0,0,0,0,41.80562957728547,-87.65987905149728,"{'type': 'Point', 'coordinates': [-87.65987905149728, 41.80562957728547]}",37,59,14924,739,4
108,13CP017954,P003768047|P003768047,2013-03-02T00:00:00.000,POLICE,2013-04-05T13:00:00.000,4216 W ADAMS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.87801854918201,-87.7312147223763,"{'type': 'Point', 'coordinates': [-87.7312147223763, 41.87801854918201]}",30,27,21572,717,23
109,17CP028605,P005036184|P005036185|P005036186|P005036187|P005036188|P005036189|P005036190|P005036191|P005036192|P005036349|P005036350|P005036351|P005036352|P005036353|P005036354|P005036355|P005036356|P005036357,2017-03-11T00:00:00.000,POLICE,2017-05-05T11:00:00.000,8119 S COLES ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING, ",City non-suit,0,0,0,0,0,0,0,0,41.74772796834238,-87.54903507494976,"{'type': 'Point', 'coordinates': [-87.54903507494976, 41.74772796834238]}",25,42,21202,505,37
